temperature,pressure,P,merit,mode,role
266.8852611,5379.866181,0,-0.8731769634,-1,dead
291.6659681,8042.296293,0,-0.8527492198,-1,dead
238.785285,10747.44041,0,-0.8404967068,-1,dead
271.5282993,5846.934404,0,-0.8385749053,-1,dead
234.0797038,6951.055207,0,-0.8332992524,-1,dead
273.7350561,6069.898183,0,-0.8309409475,-1,dead
238.1240931,10504.24817,0,-0.8307612061,-1,dead
299.6988777,9212.105766,0,-0.8174270618,-1,dead
285.3843106,7355.037614,0,-0.8097337841,-1,dead
298.6330085,9097.028771,0,-0.7966136129,-1,dead
284.5075421,7279.904647,0,-0.7907005585,-1,dead
295.2605732,8644.874623,0,-0.7905611784,-1,dead
268.0288841,5582.960353,0,-0.7894074267,-1,dead
233.7368852,6247.857939,0,-0.7794521251,-1,dead
296.2382255,8801.621234,0,-0.7784182506,-1,dead
237.2375976,10021.38948,0,-0.7772303761,-1,dead
287.4185978,7658.094977,0,-0.7743265328,-1,dead
287.7683064,7710.570707,0,-0.7680097569,-1,dead
236.9667583,9648.713113,0,-0.7647430227,-1,dead
272.5606434,6050.029806,0,-0.7598138151,-1,dead
284.2918276,7312.42737,0,-0.7590011197,-1,dead
264.1762315,5282.931943,0,-0.7568654791,-1,dead
299.3933047,9307.662898,0,-0.7561224787,-1,dead
269.8460916,5799.147797,0,-0.7527645439,-1,dead
235.9958313,8539.312814,0,-0.7527336206,-1,dead
275.3496868,6342.381023,0,-0.7486121448,-1,dead
282.6117028,7129.972702,0,-0.7483549906,-1,dead
238.5742426,10343.98545,0,-0.7396145345,-1,dead
294.2422947,8619.085136,0,-0.7332858011,-1,dead
293.197711,8487.455778,0,-0.7295414306,-1,dead
290.190725,8090.553405,0,-0.7272090345,-1,dead
239.8092685,10631.21133,0,-0.7251945913,-1,dead
265.132015,5411.147924,0,-0.7201341437,-1,dead
294.8674004,8745.399003,0,-0.7125898623,-1,dead
239.0140151,10374.43725,0,-0.7095627267,-1,dead
295.5388451,8854.438344,0,-0.7082701883,-1,dead
296.4145443,8977.434043,0,-0.7055912846,-1,dead
233.8767711,5831.092331,0,-0.7027587036,-1,dead
284.9879094,7501.153946,0,-0.6937150203,-1,dead
282.6094942,7235.596204,0,-0.6863664004,-1,dead
233.8080048,5087.817434,0,-0.6780847785,-1,dead
282.9364437,7301.301196,0,-0.669469531,-1,dead
235.1680687,7137.75699,0,-0.6652512828,-1,dead
292.4352298,8524.680686,0,-0.6617985621,-1,dead
291.1196601,8355.15348,0,-0.6590244927,-1,dead
298.4186571,10885.15015,0,-0.6518348803,-1,dead
299.6926565,10533.01677,0,-0.6491376755,-1,dead
268.2179442,5782.785594,0,-0.6472595682,-1,dead
235.1066396,6928.303722,0,-0.6426014688,-1,dead
267.6593759,5739.449752,0,-0.6387863689,-1,dead
278.043357,6795.11857,0,-0.6378835257,-1,dead
