temperature_set_C,pressure_set_kPa,ratio_set,volume_set_m3,recycle_fraction_set,Tin_C,Tout_C,pressure_actual_kPa,ratio_actual,volume_actual_m3,recycle_fraction_actual,C_efficiency_pct,H_efficiency_pct,co2_conversion_per_pass_pct,energy_efficiency_pct,methanol_kg_h,hydrogen_purge_kg_h,reactor_duty_kJ_h,compressor_duty_kJ_h,expander_duty_kJ_h,h2_lhv_kJ_h,methanol_lhv_kJ_h,converged,write_error,recycle_status,convergence_detail,case,execution_order,solve_time_s,case_time_s,timestamp
250,10500,3.0,65,,250.0,250.0,10500.0,3.0,65.0,0.99,93.02110245646625,93.97029737949141,43.42226449554771,81.19102924196618,19396.665288942837,156.25421995132973,37755159.737289466,25557397.599834014,12393253.112485223,462351162.0,383744728.186272,True,,RCY-1:Converged(91/300),,methanol_instance3.hsc,16,8.250859300023876,8.475822099979268,2026-07-31 17:40:24
250,11000,3.0,65,,250.0,250.0,11000.0,3.0,65.0,0.99,93.01436262839306,93.96348877766236,44.203370144354835,81.0763850949056,19395.004289774042,155.9565773087665,37853499.879978105,26190892.882627714,12361838.192272069,462351162.0,383730399.5749323,True,,RCY-1:Converged(91/300),,methanol_instance0.hsc,17,6.851009199977852,7.0785047999816015,2026-07-31 17:40:20
260,5000,3.0,65,,260.0,260.0,5000.0,3.0,65.0,0.99,91.30463739853982,92.23631737199429,21.70906325921042,81.99054110728409,19042.935839873982,208.7728870862613,35961357.846363634,17754255.765916098,17193411.124415163,462351162.0,376447618.7872463,True,,RCY-1:Converged(47/300),,methanol_instance1.hsc,17,5.108966800005874,5.3202443000045605,2026-07-31 17:40:18
260,5500,3.0,65,,260.0,260.0,5500.0,3.0,65.0,0.99,91.70549694230193,92.64126731926417,24.726499492157963,82.0015113296262,19126.044802818637,197.97134240972886,36247646.88513827,18490143.663221978,16171217.927342884,462351162.0,378125919.8136066,True,,RCY-1:Converged(61/300),,methanol_instance2.hsc,17,6.762809700041544,6.97771800000919,2026-07-31 17:40:32
260,6000,3.0,65,,260.0,260.0,6000.0,3.0,65.0,0.99,92.03419182245327,92.97331622880482,27.637457870599047,81.989217667337,19194.098926961873,189.12652308381598,36499416.76628853,19247550.14740032,15352088.99312308,462351162.0,379506927.39250076,True,,RCY-1:Converged(72/300),,methanol_instance3.hsc,17,7.386278300022241,7.556291399989277,2026-07-31 17:40:32
260,6500,3.0,65,,260.0,260.0,6500.0,3.0,65.0,0.99,92.29731649757255,93.23912584958858,30.31323651127607,81.94255412483524,19248.530627492815,181.08475516594606,36725205.21323383,19991696.161321547,14629063.514532879,462351162.0,380614994.1015853,True,,RCY-1:Converged(78/300),,methanol_instance0.hsc,18,6.622054899955401,6.826699800003553,2026-07-31 17:40:27
260,7000,3.0,65,,260.0,260.0,7000.0,3.0,65.0,0.99,92.51713082748817,93.46118318287068,32.855579225498346,81.88536696615334,19293.926641149046,174.27527816792158,36931055.229847096,20725747.06783571,14024803.998851934,462351162.0,381544495.7200962,True,,RCY-1:Converged(83/300),,methanol_instance1.hsc,18,6.403704900003504,6.631633999990299,2026-07-31 17:40:24
260,7500,3.0,65,,260.0,260.0,7500.0,3.0,65.0,0.99,92.70472602201872,93.65069261408013,35.28873682171517,81.82366233123304,19332.598369155603,168.52726629361595,37121417.65279131,21445739.332878374,13518924.666991185,462351162.0,382341418.2485919,True,,RCY-1:Converged(87/300),,methanol_instance2.hsc,18,6.104315199976554,6.31650929999887,2026-07-31 17:40:38
260,8000,3.0,65,,260.0,260.0,8000.0,3.0,65.0,0.99,92.8591216198968,93.80666367724267,37.54137813634959,81.74877636566481,19364.371272991815,163.34380443395813,37298501.75086996,22144103.70591961,13068907.078116143,462351162.0,383000044.18604964,True,,RCY-1:Converged(89/300),,methanol_instance3.hsc,18,7.8865756999875885,8.096838400000706,2026-07-31 17:40:40
260,8500,3.0,65,,260.0,260.0,8500.0,3.0,65.0,0.99,92.98834589785983,93.93720657028696,39.640202197752764,81.66715651728826,19390.91029072427,158.7531802658209,37464901.30063204,22823066.01150053,12673830.630168727,462351162.0,383554165.54152846,True,,RCY-1:Converged(90/300),,methanol_instance0.hsc,19,6.73167760000797,6.951243100018473,2026-07-31 17:40:34
260,9000,3.0,65,,260.0,260.0,9000.0,3.0,65.0,0.99,93.10027846731525,94.05028130881846,41.61657713837505,81.58553844436035,19413.844259394264,154.80189991540493,37622926.357664004,23485344.56516843,12335330.064847836,462351162.0,384036999.775615,True,,RCY-1:Converged(91/300),,methanol_instance1.hsc,19,7.027912000019569,7.2443194999941625,2026-07-31 17:40:31
260,9500,3.0,65,,260.0,260.0,9500.0,3.0,65.0,0.99,93.1974095710964,94.14840354631166,43.46773830237845,81.50387688073504,19433.69304972409,151.37767597689924,37773820.50011123,24130898.599740423,12043188.880368399,462351162.0,384458550.83770686,True,,RCY-1:Converged(92/300),,methanol_instance2.hsc,19,8.347597599989967,8.543158799991943,2026-07-31 17:40:46
260,10000,3.0,65,,260.0,260.0,10000.0,3.0,65.0,0.99,93.2769790096432,94.22878491790485,45.16604807436623,81.41602003584208,19449.90438465203,148.2477197763656,37917703.111339174,24757506.303598866,11778041.985629117,462351162.0,384806448.9967525,True,,RCY-1:Converged(92/300),,methanol_instance3.hsc,19,8.38145210003131,8.625701499986462,2026-07-31 17:40:48
260,10500,3.0,65,,260.0,260.0,10500.0,3.0,65.0,0.99,93.35015794918068,94.30271058131517,46.77629072772421,81.33448611249325,19464.771830977337,145.64939697633736,38056884.33798817,25370989.44770381,11557730.07513964,462351162.0,385128575.4616464,True,,RCY-1:Converged(93/300),,methanol_instance0.hsc,20,7.129089799942449,7.343802199990023,2026-07-31 17:40:41
260,11000,3.0,65,,260.0,260.0,11000.0,3.0,65.0,0.99,93.40883494250224,94.36198631946654,48.24237006619985,81.24707021681334,19476.640857308477,143.23922258769613,38190378.79915665,25966968.18357887,11354699.032393573,462351162.0,385389475.0792887,True,,RCY-1:Converged(93/300),,methanol_instance1.hsc,20,6.893439600011334,7.103828199993586,2026-07-31 17:40:39
270,5000,3.0,65,,270.0,270.0,5000.0,3.0,65.0,0.99,90.51710225899157,91.44074615959352,19.354865159840436,81.69601187008409,18878.747069433273,233.41374602528592,35716464.023144916,18407413.224489182,19563038.397327542,462351162.0,373197544.28451836,True,,RCY-1:Converged(43/300),,methanol_instance2.hsc,20,5.860947100009071,6.073915999993915,2026-07-31 17:40:52
270,5500,3.0,65,,270.0,270.0,5500.0,3.0,65.0,0.99,90.99558265785073,91.92410901150227,21.683604468663194,81.68667936106513,18978.305914159646,216.64746351145308,36065736.56311934,18965981.245119214,17989544.311722726,462351162.0,375182447.2007564,True,,RCY-1:Converged(48/300),,methanol_instance3.hsc,20,5.982081100024516,6.193939100019634,2026-07-31 17:40:55
270,6000,3.0,65,,270.0,270.0,6000.0,3.0,65.0,0.99,91.38941588357245,92.3219609436089,24.462731769679696,81.70206603134525,19059.974103974106,206.2444965083764,36348561.05100014,19652327.889501203,16976213.52357044,462351162.0,376830596.0593384,True,,RCY-1:Converged(61/300),,methanol_instance0.hsc,21,5.752580599975772,5.960016400000313,2026-07-31 17:40:47
270,6500,3.0,65,,270.0,270.0,6500.0,3.0,65.0,0.99,91.71745017216496,92.6533425208605,27.145220843846335,81.69469745690468,19127.921530595235,197.41056409423462,36599588.96191941,20355005.296442404,16138095.90634961,462351162.0,378207247.0722991,True,,RCY-1:Converged(71/300),,methanol_instance1.hsc,21,6.2640814000042155,6.481761000002734,2026-07-31 17:40:45
270,7000,3.0,65,,270.0,270.0,7000.0,3.0,65.0,0.99,91.99108196633279,92.92976647619331,29.67820774347881,81.66448371029229,19184.54045058951,189.52586455397375,36826832.62627936,21051620.718907412,15410134.731570775,462351162.0,379358252.017011,True,,RCY-1:Converged(78/300),,methanol_instance2.hsc,21,7.220423199993093,7.416238100006012,2026-07-31 17:41:00
270,7500,3.0,65,,270.0,270.0,7500.0,3.0,65.0,0.99,92.21977494559688,93.16079305728664,32.0794152966743,81.61551466520571,19231.816011518273,182.39836272110296,37034676.99997206,21734292.552242532,14765723.177981263,462351162.0,380323111.9742319,True,,RCY-1:Converged(82/300),,methanol_instance3.hsc,21,7.493173499999102,7.682281200017314,2026-07-31 17:41:02
270,8000,3.0,65,,270.0,270.0,8000.0,3.0,65.0,0.99,92.42120941297095,93.36428297840942,34.42346336276695,81.56586390220927,19273.38790468439,176.32287829228608,37228230.50045427,22407417.570839234,14221105.33767335,462351162.0,381176417.9293602,True,,RCY-1:Converged(86/300),,methanol_instance0.hsc,22,6.692181499965955,6.901390100014396,2026-07-31 17:40:54
270,8500,3.0,65,,270.0,270.0,8500.0,3.0,65.0,0.99,92.59153879677886,93.53635041715414,36.62838510430048,81.50293232298593,19308.496474434116,170.69425442929744,37409333.27811317,23060976.818787266,13724782.077804795,462351162.0,381900344.91122985,True,,RCY-1:Converged(88/300),,methanol_instance1.hsc,22,6.875079500023276,7.084453699993901,2026-07-31 17:40:52
270,9000,3.0,65,,270.0,270.0,9000.0,3.0,65.0,0.99,92.74339607703564,93.68975726149517,38.756267465766555,81.44001993821006,19339.74661550156,165.74709361319745,37581299.17031187,23700263.093010675,13291769.288341073,462351162.0,382548608.2173609,True,,RCY-1:Converged(90/300),,methanol_instance2.hsc,22,8.222828899946762,8.427465999993728,2026-07-31 17:41:08
270,9500,3.0,65,,270.0,270.0,9500.0,3.0,65.0,0.99,92.87512439612773,93.8228297471086,40.7704588603215,81.37080263455918,19366.807273259332,161.18296773152062,37745039.66401488,24321531.161297802,12896505.162041645,462351162.0,383112971.46653175,True,,RCY-1:Converged(91/300),,methanol_instance3.hsc,22,8.261630799999693,8.471556899981806,2026-07-31 17:41:11
270,10000,3.0,65,,270.0,270.0,10000.0,3.0,65.0,0.99,92.99361501930034,93.94252945827277,42.70043198939143,81.3018663417583,19391.10560230647,157.08667793808368,37902537.65032771,24927785.11624912,12543982.371091496,462351162.0,383622895.9248885,True,,RCY-1:Converged(92/300),,methanol_instance0.hsc,23,7.007027100014966,7.230685699993046,2026-07-31 17:41:01
270,10500,3.0,65,,270.0,270.0,10500.0,3.0,65.0,0.99,93.09586719748665,94.04582502603242,44.51571788526362,81.2268583584323,19412.035315579225,153.22503210853375,38053931.40724926,25516464.353151876,12214679.131108083,462351162.0,384064866.7034123,True,,RCY-1:Converged(92/300),,methanol_instance1.hsc,23,7.001462999993237,7.214716500020586,2026-07-31 17:40:59
270,11000,3.0,65,,270.0,270.0,11000.0,3.0,65.0,0.99,93.19304501781487,94.14399445677215,46.277400000558856,81.15855764306018,19431.887921610447,149.85590918038363,38201598.96320465,26093441.669013795,11927896.876791641,462351162.0,384486698.3463417,True,,RCY-1:Converged(93/300),,methanol_instance2.hsc,23,8.3740289999987,8.575976200023433,2026-07-31 17:41:17
280,5000,3.0,65,,280.0,280.0,5000.0,3.0,65.0,0.99,89.4211017497427,90.33356197167885,17.21025177505464,81.20836630031727,18650.175753573287,261.376886632628,35297435.76810141,19236693.22808959,22411668.05288952,462351162.0,368677961.4785791,True,,RCY-1:Converged(35/300),,methanol_instance3.hsc,23,5.347393700038083,5.56249929999467,2026-07-31 17:41:16
280,5500,3.0,65,,280.0,280.0,5500.0,3.0,65.0,0.99,90.16778994910926,91.08786943838587,19.394099730063182,81.38552883728568,18805.69412134845,242.06655896612563,35784738.529755406,19638699.38663623,20502383.800789945,462351162.0,371767613.8308242,True,,RCY-1:Converged(44/300),,methanol_instance0.hsc,24,3.725735500018345,3.946356600004947,2026-07-31 17:41:05
280,6000,3.0,65,,280.0,280.0,6000.0,3.0,65.0,0.99,90.63790256321465,91.56277911998214,21.53219001666427,81.38275595903178,18903.514316465367,226.1147356593046,36131792.45177437,20161416.540808853,18964286.25497509,462351162.0,373717748.01052296,True,,RCY-1:Converged(49/300),,methanol_instance1.hsc,24,5.081221000000369,5.295777099992847,2026-07-31 17:41:05
280,6500,3.0,65,,280.0,280.0,6500.0,3.0,65.0,0.99,91.021940512842,91.95073582419751,23.976507495628656,81.38708679399085,18983.212455958863,215.25421677050176,36415990.34667446,20786102.626342554,17889597.331625383,462351162.0,375321747.56392926,True,,RCY-1:Converged(59/300),,methanol_instance2.hsc,24,6.87546690000454,7.08816330000991,2026-07-31 17:41:24
280,7000,3.0,65,,280.0,280.0,7000.0,3.0,65.0,0.99,91.35073460666739,92.28288495979663,26.4450096759787,81.38665983584154,19051.335100084703,206.61965513803085,36667187.924443595,21441500.872461684,17042582.960574087,462351162.0,376700105.88219595,True,,RCY-1:Converged(69/300),,methanol_instance3.hsc,24,6.911769800004549,7.10891760000959,2026-07-31 17:41:23
280,7500,3.0,65,,280.0,280.0,7500.0,3.0,65.0,0.99,91.63042431584815,92.56542864560168,28.812922728774886,81.36809051057409,19109.238147804925,198.9382225771405,36895226.620971695,22095056.38188237,16308989.403007314,462351162.0,377875648.0450161,True,,RCY-1:Converged(76/300),,methanol_instance0.hsc,25,5.978590099955909,6.204162100009853,2026-07-31 17:41:11
280,8000,3.0,65,,280.0,280.0,8000.0,3.0,65.0,0.99,91.86928469546223,92.80672637602817,31.07407955476655,81.33411034206736,19158.639467394354,192.00516052334186,37104585.73688714,22739171.256731827,15661828.009626476,462351162.0,378882078.9001061,True,,RCY-1:Converged(81/300),,methanol_instance1.hsc,25,6.371161499992013,6.590182200015988,2026-07-31 17:41:11
280,8500,3.0,65,,280.0,280.0,8500.0,3.0,65.0,0.99,92.0728744457352,93.01239357273248,33.21984934023363,81.28571870450003,19200.702976836237,185.635220968506,37298560.16448266,23369345.869948834,15079252.929580212,462351162.0,379742152.7876553,True,,RCY-1:Converged(84/300),,methanol_instance2.hsc,25,7.824156099988613,8.027594600018347,2026-07-31 17:41:32
280,9000,3.0,65,,280.0,280.0,9000.0,3.0,65.0,0.99,92.25492655596382,93.19630335755528,35.31556851055853,81.2372225853324,19238.266440970925,180.0831615079551,37480950.31554345,23990042.01170985,14575757.835360276,462351162.0,380514328.59181803,True,,RCY-1:Converged(87/300),,methanol_instance3.hsc,25,8.05184679996455,8.257438500004355,2026-07-31 17:41:32
280,9500,3.0,65,,280.0,280.0,9500.0,3.0,65.0,0.99,92.41414778708099,93.35714929511242,37.31620276650694,81.18154240211527,19271.071662577233,174.98079544960484,37653284.049468346,24595625.959815226,14119316.340462375,462351162.0,381191596.8028733,True,,RCY-1:Converged(89/300),,methanol_instance0.hsc,26,6.861702999973204,7.095922399981646,2026-07-31 17:41:18
280,10000,3.0,65,,280.0,280.0,10000.0,3.0,65.0,0.99,92.55323264641521,93.49765338770514,39.220622046052526,81.11907229871704,19299.688473634185,170.23614392856086,37817099.88391494,25185550.582856916,13700110.382568635,462351162.0,381785147.98030734,True,,RCY-1:Converged(90/300),,methanol_instance1.hsc,26,6.8947237999527715,7.130376099987188,2026-07-31 17:41:18
280,10500,3.0,65,,280.0,280.0,10500.0,3.0,65.0,0.99,92.67917387103502,93.62487972686189,41.05886449190361,81.05659473654241,19325.561759298755,165.94571679091877,37974427.59321851,25762654.046519786,13323752.004382802,462351162.0,382324685.72151685,True,,RCY-1:Converged(91/300),,methanol_instance2.hsc,26,8.368324899987783,8.575154699996347,2026-07-31 17:41:41
280,11000,3.0,65,,280.0,280.0,11000.0,3.0,65.0,0.99,92.7940429898064,93.74092097949828,42.83085119819822,80.99441650880156,19349.120715107605,162.040615203176,38126335.6042939,26326924.253039427,12983444.43702518,462351162.0,382818520.1300021,True,,RCY-1:Converged(92/300),,methanol_instance3.hsc,26,8.423237399954814,8.63448859998607,2026-07-31 17:41:40
290,5000,3.0,65,,290.0,290.0,5000.0,3.0,65.0,0.99,88.10446667029527,89.0034918404003,15.739860873860644,80.6912168325963,18375.302738152328,298.988037113466,34692102.630374886,20421865.542851664,26292065.218040653,462351162.0,363263365.2458517,True,,RCY-1:Converged(37/300),,methanol_instance0.hsc,27,4.620687699993141,4.890698799979873,2026-07-31 17:41:23
290,5500,3.0,65,,290.0,290.0,5500.0,3.0,65.0,0.99,89.01809239827668,89.92644027989172,17.330566327879197,80.88687010487854,18565.888889627513,270.849485845114,35307598.83346169,20488490.274784457,23525546.574191935,462351162.0,367028335.7761602,True,,RCY-1:Converged(36/300),,methanol_instance1.hsc,27,4.635176000010688,4.905132999992929,2026-07-31 17:41:23
290,6000,3.0,65,,290.0,290.0,6000.0,3.0,65.0,0.99,89.75651518559843,90.67239799361472,19.30169234444162,81.06430921829634,18719.707285829583,252.17743381317018,35798992.196603075,20860270.95464659,21629228.037501387,462351162.0,370082782.15101403,True,,RCY-1:Converged(44/300),,methanol_instance2.hsc,27,5.849872399994638,6.05628419999266,2026-07-31 17:41:47
290,6500,3.0,65,,290.0,290.0,6500.0,3.0,65.0,0.99,90.23557891870497,91.15635013216114,21.299437475518705,81.08028651276297,18819.389461757415,236.98192332623287,36151190.07762456,21344741.809339065,20111843.656495687,462351162.0,372070181.0026148,True,,RCY-1:Converged(50/300),,methanol_instance3.hsc,27,6.25967589992797,6.472720000019763,2026-07-31 17:41:47
290,7000,3.0,65,,290.0,290.0,7000.0,3.0,65.0,0.99,90.61244394887858,91.53706072386711,23.3522295390576,81.06362555229727,18897.68909147875,224.86303971104584,36443050.80677555,21896863.199643563,18910447.886319052,462351162.0,373638558.00591415,True,,RCY-1:Converged(56/300),,methanol_instance0.hsc,28,5.182531900034519,5.397166799986735,2026-07-31 17:41:29
290,7500,3.0,65,,290.0,290.0,7500.0,3.0,65.0,0.99,90.95116033231551,91.87923339693096,25.711038604909664,81.0811590572327,18967.880746460825,216.81291946042577,36695629.21248141,22513838.22011367,18075430.59926723,462351162.0,375058731.4420548,True,,RCY-1:Converged(67/300),,methanol_instance1.hsc,28,5.680333300027996,5.885548499994911,2026-07-31 17:41:29
290,8000,3.0,65,,290.0,290.0,8000.0,3.0,65.0,0.99,91.23774015009202,92.16873749856232,27.90281148422399,81.0704034074184,19027.24649480148,209.11692029138794,36926472.55936128,23123569.44295019,17314718.777367815,462351162.0,376261604.44451296,True,,RCY-1:Converged(74/300),,methanol_instance2.hsc,28,7.186397700017551,7.3974250000028405,2026-07-31 17:41:54
290,8500,3.0,65,,290.0,290.0,8500.0,3.0,65.0,0.99,91.48452239506723,92.41803792971075,30.000113638064214,81.04451327706398,19078.321041568594,202.1188850612765,37138402.979342334,23727285.58389669,16640463.135673396,462351162.0,377299448.8534042,True,,RCY-1:Converged(79/300),,methanol_instance3.hsc,28,7.50166370003717,7.709261999989394,2026-07-31 17:41:55
290,9000,3.0,65,,290.0,290.0,9000.0,3.0,65.0,0.99,91.70034576325583,92.6360635771666,32.02748287581827,81.01017540777357,19122.95419490908,195.83953954654172,37334946.991949715,24323557.781777933,16045929.08226507,462351162.0,378210115.07824373,True,,RCY-1:Converged(83/300),,methanol_instance0.hsc,29,6.5067892000079155,6.714315300021553,2026-07-31 17:41:35
290,9500,3.0,65,,290.0,290.0,9500.0,3.0,65.0,0.99,91.8852354855035,92.82283992923313,33.94434888287828,80.96118750238695,19161.14128852272,189.9195192092508,37518177.62738949,24905809.62590839,15497762.341406034,462351162.0,378991268.07509804,True,,RCY-1:Converged(85/300),,methanol_instance1.hsc,29,6.652807999984361,6.866087100002915,2026-07-31 17:41:36
290,10000,3.0,65,,290.0,290.0,10000.0,3.0,65.0,0.99,92.05186518301855,92.99116992978404,35.81643162935576,80.91196367168578,19195.514296823723,184.66893599031192,37691346.589139335,25479677.972020946,15015716.096063709,462351162.0,379697795.9213774,True,,RCY-1:Converged(87/300),,methanol_instance2.hsc,29,7.6940931000281125,7.850967800011858,2026-07-31 17:42:02
290,10500,3.0,65,,290.0,290.0,10500.0,3.0,65.0,0.99,92.20306875543083,93.14391639579237,37.63829995741039,80.86246895287272,19226.666093626212,179.9590531299305,37856242.52060987,26043600.292998325,14586917.734967947,462351162.0,380341145.29166436,True,,RCY-1:Converged(89/300),,methanol_instance3.hsc,29,7.756086899957154,7.9097100000071805,2026-07-31 17:42:02
290,11000,3.0,65,,290.0,290.0,11000.0,3.0,65.0,0.99,92.33601855114365,93.27822282207367,39.37253888982589,80.80579631905746,19254.01719534517,175.51113492704198,38013407.40196231,26593638.537589934,14187577.799414728,462351162.0,380908161.83561194,True,,RCY-1:Converged(90/300),,methanol_instance0.hsc,30,7.019723100005649,7.243209600012051,2026-07-31 17:41:43
300,5000,3.0,65,,300.0,300.0,5000.0,3.0,65.0,0.99,86.41507490506842,87.29686138369156,14.543370345712269,80.01134908485267,18022.55188253814,345.5274853818926,33824047.89178851,22076830.145946704,31278761.302938387,462351162.0,356318610.55769765,True,,RCY-1:Converged(41/300),,methanol_instance1.hsc,30,4.957870099984575,5.171345300012035,2026-07-31 17:41:41
300,5500,3.0,65,,300.0,300.0,5500.0,3.0,65.0,0.99,87.61891328529153,88.51298382901898,15.94520279727018,80.34724359554376,18273.753987311895,309.73851928261286,34624584.612477615,21699962.752408896,27645966.019883823,462351162.0,361275770.3119036,True,,RCY-1:Converged(38/300),,methanol_instance2.hsc,30,4.551812899997458,4.680702799989376,2026-07-31 17:42:07
300,6000,3.0,65,,300.0,300.0,6000.0,3.0,65.0,0.99,88.52630790280865,89.42963757528628,17.377291254551753,80.54580651899904,18463.046949700183,282.627652375241,35247470.07725935,21759854.80934273,24916309.96861077,462351162.0,365014812.9678014,True,,RCY-1:Converged(37/300),,methanol_instance3.hsc,30,4.4219076999870595,4.568017300014617,2026-07-31 17:42:07
300,6500,3.0,65,,300.0,300.0,6500.0,3.0,65.0,0.99,89.27469784251507,90.18566414703052,19.10540149013049,80.72650702974357,18618.993239995492,263.7076166574561,35756419.62507579,22079976.509992667,22956493.190511543,462351162.0,368107843.89302456,True,,RCY-1:Converged(43/300),,methanol_instance0.hsc,31,4.941499400010798,5.155803300003754,2026-07-31 17:41:48
300,7000,3.0,65,,300.0,300.0,7000.0,3.0,65.0,0.99,89.78033259029155,90.69645843304961,20.9482567577589,80.76847885050331,18724.20898707693,248.84524822482334,36125352.7680093,22518519.51286712,21418174.09230108,462351162.0,370203692.07292175,True,,RCY-1:Converged(50/300),,methanol_instance1.hsc,31,4.983104300015839,5.1915821000002325,2026-07-31 17:41:46
300,7500,3.0,65,,300.0,300.0,7500.0,3.0,65.0,0.99,90.15961593121936,91.07961201215016,22.665004897850807,80.7363534403373,18803.12954450164,235.37270647930092,36430460.59569265,22997966.90400989,20075534.70170188,462351162.0,371777653.42983776,True,,RCY-1:Converged(52/300),,methanol_instance2.hsc,31,4.525338000006741,4.6603004000207875,2026-07-31 17:42:11
300,8000,3.0,65,,300.0,300.0,8000.0,3.0,65.0,0.99,90.50658624808956,91.4301228424578,24.86115969261676,80.76105429249198,18875.064414278888,227.36290042833477,36687755.0232629,23568962.72753707,19203286.639523137,462351162.0,373230929.1098278,True,,RCY-1:Converged(63/300),,methanol_instance3.hsc,31,4.871960000018589,5.021325699985027,2026-07-31 17:42:12
300,8500,3.0,65,,300.0,300.0,8500.0,3.0,65.0,0.99,90.80195884034599,91.72850944075766,26.89250621354087,80.75678120540424,18936.286320697865,219.57059151526482,36923404.43778963,24135287.832668953,18402039.584176105,462351162.0,374468758.301131,True,,RCY-1:Converged(70/300),,methanol_instance0.hsc,32,5.830143000028329,6.046419099991908,2026-07-31 17:41:54
300,9000,3.0,65,,300.0,300.0,9000.0,3.0,65.0,0.99,91.06261661531546,91.99182698894111,28.879322801327977,80.74531588530401,18990.273209401574,212.70656653216463,37139987.04434987,24703736.236369252,17709811.693748485,462351162.0,375564204.4220539,True,,RCY-1:Converged(76/300),,methanol_instance1.hsc,32,6.1935940999828745,6.400566099997377,2026-07-31 17:41:53
300,9500,3.0,65,,300.0,300.0,9500.0,3.0,65.0,0.99,91.28821352744265,92.21972591037573,30.765039353320333,80.71778653683924,19036.954099227085,206.25583248400844,37340486.313685834,25263235.483957045,17078300.648958992,462351162.0,376513247.8350363,True,,RCY-1:Converged(80/300),,methanol_instance2.hsc,32,5.8228364000387955,5.96710300000268,2026-07-31 17:42:17
300,10000,3.0,65,,300.0,300.0,10000.0,3.0,65.0,0.99,91.48722372049109,92.42076681967976,32.58630606402964,80.68238168946564,19078.09394203071,200.36691964349066,37527579.39217767,25815394.114846185,16512017.978836846,462351162.0,377352386.1060628,True,,RCY-1:Converged(83/300),,methanol_instance3.hsc,32,5.909789000026649,6.020233399991412,2026-07-31 17:42:18
300,10500,3.0,65,,300.0,300.0,10500.0,3.0,65.0,0.99,91.66805755499969,92.60344589739763,34.37362026179894,80.64683622300439,19115.433216319372,195.14517058293538,37704063.14118801,26361894.63683151,16014411.927024422,462351162.0,378117206.4593198,True,,RCY-1:Converged(86/300),,methanol_instance0.hsc,33,6.7037127999647055,6.878615900001023,2026-07-31 17:42:01
300,11000,3.0,65,,300.0,300.0,11000.0,3.0,65.0,0.99,91.82788455610428,92.76490378626859,36.08427656078527,80.60318236366136,19148.39812384363,190.24007882822963,37870916.493797876,26897036.532039728,15555057.579996245,462351162.0,378794560.09371173,True,,RCY-1:Converged(88/300),,methanol_instance1.hsc,33,6.90354630004731,7.111030100000789,2026-07-31 17:42:00
